Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Family_Size,Income_PerCap,Total_Spent,Prop_Spending_Income_pc,Total_Puchases,Avg_Ticket,Age,Dt_Customer_InDays,Lives_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
5,55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,3,18569.0,428,0.0230491679681189,16,26.75,61,511,0,0,1,0,0,0
3,57959.0,0,1,71,430,16,322,43,24,33,5,4,7,11,3,0,0,2,28979.5,868,0.029952207595024,27,32.15,59,277,1,0,0,1,0,0
3,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,3,18932.0,1001,0.0528734417916754,27,37.07,45,202,0,0,1,0,0,0
4,36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,2,18115.0,59,0.0032569693624068,7,8.43,43,445,1,0,0,1,0,0
2,70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,4,17707.25,431,0.0243403125838286,16,26.94,34,490,0,0,1,0,0,0
3,65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,3,21997.0,971,0.0441423830522344,27,35.96,38,40,0,0,1,0,0,0
3,38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,5,7797.6,348,0.0446291166512773,19,18.32,42,22,0,0,1,0,0,0
2,89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,1,89572.0,2059,0.0229870941812173,24,85.79,48,48,1,0,0,1,0,0
4,42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,0,1,3,14069.0,265,0.0188357381477006,14,18.93,30,246,0,0,1,0,0,0
3,50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,3,16766.67,270,0.0161033765202034,13,20.77,62,665,0,0,1,0,0,0
2,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,2,33332.0,1289,0.0386715468618744,19,67.84,32,58,0,0,0,0,1,0
3,60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,1,3,20199.0,893,0.0442101094113569,16,55.81,50,521,0,0,1,0,0,0
3,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,1,70165.0,926,0.0131974631226394,22,42.09,65,420,1,0,0,0,0,1
5,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,2,25260.0,135,0.0053444180522565,9,15.0,56,548,1,0,0,0,0,1
3,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,2,40062.0,1495,0.037317158404473,19,78.68,51,697,0,0,1,0,0,0
3,33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,3,11061.0,120,0.010848928668294,9,13.33,39,575,0,0,1,0,0,0
5,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,1,66582.0,1288,0.019344567600853,20,64.4,45,582,1,0,0,1,0,0
5,75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,2,37630.5,1743,0.0463188105393231,17,102.53,59,268,0,0,0,0,1,0
3,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,2,15940.0,15,0.0009410288582183,4,3.75,44,94,1,0,0,0,0,1
3,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,4,13447.5,542,0.0403048893846439,20,27.1,63,585,0,0,1,0,0,0
5,49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,3,16423.0,890,0.0541922912987882,25,35.6,43,17,0,0,0,0,1,0
3,61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,3,20485.33,1388,0.0677558037873932,33,42.06,39,241,0,0,1,0,0,0
3,37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,1,3,12468.67,17,0.0013634172690431,4,4.25,34,438,0,0,1,0,0,0
5,56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,3,18979.0,906,0.0477369724432267,30,30.2,33,6,0,0,0,0,1,0
3,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,4,9603.75,44,0.004581543667838,6,7.33,36,157,0,0,1,0,0,0
3,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,2,10259.0,25,0.0024368846866166,5,5.0,26,658,1,0,0,1,0,0
3,62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,3,20834.33,973,0.0467017657875247,26,37.42,58,204,0,0,1,0,0,0
5,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,3,13881.33,31,0.0022332154051521,6,5.17,42,649,1,0,0,1,0,0
4,55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,3,18614.0,518,0.0278285161706242,17,30.47,37,663,0,0,1,0,0,0
5,62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,3,20670.0,530,0.0256410256410256,19,27.89,42,86,0,0,1,0,0,0
3,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,3,13708.0,506,0.0369127516778523,21,24.1,37,94,0,0,1,0,0,0
4,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,3,12987.0,70,0.0053900053900053,6,11.67,41,519,0,0,1,0,0,0
4,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,2,18880.0,54,0.0028601694915254,6,9.0,42,378,1,1,0,0,0,0
3,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,0,1,2,16116.5,296,0.0183662705922501,12,24.67,40,21,1,0,0,1,0,0
3,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,3,14352.33,266,0.0185335760813749,15,17.73,39,458,0,0,1,0,0,0
4,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,2,41575.5,747,0.0179673124797055,19,39.32,54,73,0,0,0,0,1,0
5,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,1,1,78825.0,895,0.0113542657786235,29,30.86,50,47,1,1,0,0,0,0
4,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,3,21701.33,1053,0.0485223716703077,17,61.94,38,473,0,0,0,0,1,0
3,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,3,20031.0,735,0.0366931256552343,21,35.0,40,332,0,0,1,0,0,0
3,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,3,4681.67,20,0.0042719798704308,5,4.0,45,546,0,0,1,0,0,0
2,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,1,28457.0,205,0.0072038514249569,10,20.5,62,91,1,0,0,0,0,1
5,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,3,26317.33,2092,0.0794913465765714,21,99.62,56,57,0,0,0,0,1,0
3,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,2,23155.0,309,0.0133448499244223,14,22.07,38,127,1,1,0,0,0,0
3,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,2,38002.5,1722,0.0453128083678705,22,78.27,59,208,0,0,0,0,1,0
4,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,2,29154.0,900,0.030870549495781,15,60.0,50,167,1,0,0,1,0,0
5,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,0,1,55614.0,682,0.0122630992196209,20,34.1,70,486,1,1,0,0,0,0
4,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,2,29716.0,663,0.0223112128146453,22,30.14,52,258,1,1,0,0,0,0
3,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,2,27781.5,43,0.0015477925957921,6,7.17,36,615,1,1,0,0,0,0
5,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,3,26214.0,1816,0.0692759594110017,18,100.89,43,266,0,0,0,0,1,0
5,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,3,22637.0,976,0.0431152537880461,27,36.15,65,662,0,0,0,0,1,0
3,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,2,32637.5,746,0.0228571428571428,21,35.52,70,248,0,0,1,0,0,0
3,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,4,6800.75,64,0.0094107267580781,6,10.67,64,8,0,0,0,0,1,0
4,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,3,16110.0,32,0.0019863438857852,5,6.4,53,474,0,0,0,0,1,0
1,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,2,12139.5,263,0.0216648132130647,9,29.22,24,153,0,0,1,0,0,0
5,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,3,21451.67,1445,0.0673607229646922,21,68.81,29,26,0,0,1,0,0,0
4,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,3,16981.0,46,0.0027089099581885,5,9.2,58,327,0,0,0,0,1,0
3,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,1,53653.0,1210,0.022552326990103,28,43.21,61,101,1,0,0,0,0,1
3,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,3,21888.33,945,0.0431736911861252,24,39.38,38,491,0,0,1,0,0,0
3,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,1,81217.0,1157,0.0142457859807675,22,52.59,25,355,1,0,0,1,0,0
3,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,2,17467.5,137,0.0078431372549019,8,17.12,22,327,0,0,1,0,0,0
3,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,2,30625.0,730,0.0238367346938775,25,29.2,55,140,1,1,0,0,0,0
5,39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,0,0,3,13221.67,216,0.0163368167561283,12,18.0,33,300,0,0,0,0,1,0
3,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,2,30076.0,943,0.0313539034446069,23,41.0,35,242,1,0,0,1,0,0
3,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,0,4,12230.0,347,0.0283728536385936,16,21.69,50,448,0,0,1,0,0,0
4,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,2,44560.0,1924,0.043177737881508,19,101.26,55,596,0,0,0,0,1,0
5,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,3,14708.0,397,0.0269921131357084,17,23.35,68,286,0,0,0,0,1,0
4,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,1,81169.0,2089,0.0257364264682329,22,94.95,39,259,1,0,0,1,0,0
3,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,4,9110.75,138,0.0151469417995225,11,12.55,53,189,0,0,1,0,0,0
3,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,2,13047.5,42,0.0032190074726959,5,8.4,24,336,1,0,0,1,0,0
3,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,2,35683.5,777,0.021774769851612,17,45.71,55,390,0,0,0,0,1,0
4,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,2,40092.0,1902,0.0474408859622867,20,95.1,70,580,0,0,1,0,0,0
3,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,3,10210.0,52,0.0050930460333006,7,7.43,49,547,1,1,0,0,0,0
4,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,0,0,1,73454.0,1651,0.0224766520543469,13,127.0,27,580,1,0,0,1,0,0
3,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,2,21345.5,358,0.0167716848984563,13,27.54,23,383,0,0,1,0,0,0
3,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,2,35251.5,1727,0.0489908230855424,16,107.94,61,63,0,0,1,0,0,0
3,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,1,3,8515.0,210,0.0246623605402231,10,21.0,27,41,0,0,1,0,0,0
3,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,3,10960.0,42,0.0038321167883211,5,8.4,28,128,0,0,1,0,0,0
5,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,2,38931.5,1291,0.0331608080859972,20,64.55,56,486,0,0,0,0,1,0
4,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,2,25176.5,442,0.0175560542569459,15,29.47,37,679,0,0,1,0,0,0
3,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,1,61839.0,1895,0.0306440919161047,17,111.47,50,14,1,0,0,1,0,0
5,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,4,12288.5,411,0.0334459047076535,19,21.63,54,462,0,0,1,0,0,0
2,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,2,23841.0,521,0.021853110188331,19,27.42,39,201,1,0,0,0,0,1
3,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,2,36339.5,1168,0.0321413338103166,17,68.71,45,416,1,0,0,1,0,0
4,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,0,4,14488.5,493,0.0340269869206612,23,21.43,37,689,0,0,0,0,1,0
3,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,4,16329.0,260,0.0159225917080041,12,21.67,52,269,0,0,1,0,0,0
3,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,2,14283.5,46,0.0032204991773724,7,6.57,32,323,1,0,0,1,0,0
4,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,3,15784.0,319,0.0202103395843892,16,19.94,63,256,0,0,0,0,1,0
3,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,3,14977.0,96,0.0064098284035521,7,13.71,47,538,0,0,0,0,1,0
3,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,1,1,76982.0,1062,0.0137954326985529,16,66.38,47,566,1,1,0,0,0,0
2,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,3,19082.33,232,0.0121578444561015,12,19.33,62,375,0,0,0,0,1,0
4,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,2,11472.0,76,0.0066248256624825,9,8.44,33,512,1,0,0,1,0,0
2,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,3,8438.33,54,0.0063993704915546,9,6.0,37,466,0,0,0,0,1,0
3,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,2,21819.0,201,0.0092121545442045,11,18.27,45,8,1,0,0,0,0,1
5,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,2,21355.0,406,0.0190119409974244,14,29.0,30,122,1,0,0,1,0,0
5,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,2,42084.5,1919,0.0455987358766291,20,95.95,32,374,0,0,1,0,0,0
3,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,3,18019.33,662,0.0367383248988724,20,33.1,38,310,0,0,0,0,1,0
2,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,3,8227.67,41,0.0049831847898615,8,5.12,24,587,0,0,1,0,0,0
3,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,1,1,85620.0,1600,0.0186872226115393,14,114.29,50,527,1,0,0,0,0,1
3,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,3,15950.0,134,0.0084012539184952,8,16.75,34,492,0,0,1,0,0,0
3,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,0,1,4,4878.5,69,0.0141436917085169,10,6.9,46,546,0,0,1,0,0,0
4,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,4,6789.75,21,0.0030928973820832,6,3.5,41,608,0,0,1,0,0,0
2,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,3,13182.67,54,0.0040962870192457,7,7.71,51,610,1,0,0,1,0,0
3,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,0,1,2,10737.0,91,0.0084753655583496,8,11.38,25,618,1,0,0,1,0,0
5,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,2,30252.0,526,0.0173872801798228,18,29.22,43,558,1,0,0,1,0,0
3,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,2,11209.5,162,0.0144520272982737,8,20.25,51,263,0,0,1,0,0,0
4,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,1,2,40849.0,1008,0.024676246664545,25,40.32,65,465,0,0,1,0,0,0
3,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,4,10865.5,240,0.0220882610096175,16,15.0,62,45,0,0,0,0,1,0
5,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,2,27440.0,795,0.028972303206997,21,37.86,36,215,1,0,0,1,0,0
3,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,2,39954.0,1772,0.0443510036542023,19,93.26,32,250,0,0,1,0,0,0
2,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,2,7657.5,64,0.0083578191315703,8,8.0,44,370,0,0,1,0,0,0
3,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,3,29257.0,1957,0.0668899750487063,20,97.85,55,297,0,0,0,0,1,0
3,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,3,11013.0,78,0.0070825388177608,7,11.14,36,407,0,0,1,0,0,0
3,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,1,81741.0,1572,0.0192314750247733,19,82.74,34,322,1,0,0,1,0,0
4,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,3,23833.0,795,0.0333571098896488,26,30.58,43,331,0,0,0,0,1,0
2,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,3,20822.0,889,0.0426952262030544,26,34.19,44,535,0,0,1,0,0,0
5,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,2,24399.5,331,0.0135658517592573,15,22.07,51,464,1,1,0,0,0,0
5,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,3,17385.67,265,0.0152424381689057,12,22.08,64,678,0,0,0,0,1,0
3,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,2,33282.5,1065,0.0319987981672049,19,56.05,52,129,1,0,0,1,0,0
4,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,4,7324.5,11,0.0015018089972011,4,2.75,63,405,0,0,0,0,1,0
3,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,2,23845.5,21,0.0008806693086745,4,5.25,35,341,1,0,0,1,0,0
3,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,4,9550.0,17,0.0017801047120418,4,4.25,44,131,0,0,0,0,1,0
3,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,3,14996.33,369,0.0246060202729601,16,23.06,40,45,0,0,1,0,0,0
5,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,4,9610.75,38,0.0039539057825872,6,6.33,46,547,0,0,1,0,0,0
2,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,2,19296.5,177,0.0091726478895136,11,16.09,36,411,1,0,0,1,0,0
5,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,3,21471.0,279,0.0129942713427413,12,23.25,44,368,0,0,0,0,1,0
4,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,3,12319.67,62,0.0050326023343157,7,8.86,33,430,0,0,1,0,0,0
5,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,3,20665.33,1230,0.0595199786308759,21,58.57,37,186,0,0,1,0,0,0
3,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,4,12821.75,182,0.0141946302181839,11,16.55,46,611,0,0,1,0,0,0
3,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,4,3315.0,49,0.0147812971342383,10,4.9,44,390,0,0,1,0,0,0
5,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,4,11868.0,75,0.006319514661274,8,9.38,48,414,0,0,0,0,1,0
4,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,4,13650.75,227,0.0166291229419628,16,14.19,58,345,0,0,0,0,1,0
5,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,0,4,11301.75,215,0.0190236025394297,15,14.33,40,104,0,0,1,0,0,0
3,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,3,13563.0,444,0.0327361203273612,20,22.2,63,232,0,0,0,0,1,0
2,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,4,11955.25,47,0.0039313272411701,5,9.4,47,448,0,0,0,0,1,0
4,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,2,13725.0,143,0.0104189435336976,7,20.43,63,260,0,0,1,0,0,0
3,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,3,13151.0,55,0.0041821914683294,7,7.86,31,613,0,0,0,0,1,0
2,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,4,6712.5,63,0.0093854748603351,11,5.73,43,628,0,0,0,0,1,0
3,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,0,1,1,79800.0,1867,0.0233959899749373,22,84.86,59,56,1,0,0,0,0,1
4,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,3,20598.0,611,0.0296630740848626,20,30.55,53,412,0,0,1,0,0,0
3,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,0,3,17954.33,473,0.0263446199329075,18,26.28,59,657,0,0,0,0,1,0
3,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,2,12110.5,55,0.0045415135626109,6,9.17,55,387,0,0,0,0,1,0
5,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,1,1,2,19842.0,81,0.0040822497732083,7,11.57,30,75,1,0,0,1,0,0
4,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,1,2,46081.5,2086,0.0452676236667643,21,99.33,39,136,0,0,1,0,0,0
4,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,1,69882.0,1478,0.0211499384677027,20,73.9,49,469,1,0,0,1,0,0
3,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,3,11059.33,49,0.0044306481495714,5,9.8,37,550,0,0,0,0,1,0
5,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,2,29986.5,382,0.0127390659129941,15,25.47,42,409,0,0,1,0,0,0
4,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,1,3,5819.67,69,0.0118563423699281,9,7.67,39,417,0,0,0,0,1,0
3,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,2,11955.0,67,0.0056043496445002,6,11.17,45,89,1,1,0,0,0,0
4,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,4,10542.25,30,0.0028456923332305,6,5.0,45,447,0,0,1,0,0,0
2,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,3,8741.33,63,0.0072071412473845,9,7.0,36,310,0,0,1,0,0,0
3,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,3,10363.0,79,0.0076232751133841,10,7.9,33,19,0,0,0,0,1,0
3,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,2,15040.5,42,0.002792460357036,5,8.4,53,207,1,0,0,1,0,0
3,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,3,20935.67,819,0.039119837100986,23,35.61,54,33,0,0,0,0,1,0
3,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,1,72906.0,1151,0.0157874523358845,17,67.71,59,415,1,0,0,1,0,0
5,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,4,15366.75,594,0.0386548879886768,20,29.7,66,133,0,0,1,0,0,0
4,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,4,12404.5,129,0.0103994518118424,11,11.73,48,181,0,0,0,0,1,0
4,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,1,2,10944.0,213,0.0194627192982456,12,17.75,28,153,1,0,0,1,0,0
3,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,2,21214.5,67,0.0031582172570647,7,9.57,41,562,1,0,0,0,0,1
3,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,4,6537.5,28,0.0042829827915869,5,5.6,58,225,1,1,0,0,0,0
1,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,3,10267.0,45,0.0043829745787474,6,7.5,39,89,0,0,1,0,0,0
3,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,2,40584.0,1193,0.0293958210132071,18,66.28,49,647,0,0,1,0,0,0
4,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,1,26877.0,268,0.0099713509692301,12,22.33,45,386,1,0,0,1,0,0
4,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,1,45006.0,266,0.0059103230680353,12,22.17,70,354,1,0,0,0,0,1
1,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,3,6326.0,37,0.0058488776478027,5,7.4,41,135,0,0,1,0,0,0
3,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,5,4514.8,37,0.0081952688934172,7,5.29,47,456,0,0,1,0,0,0
5,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,1,1,48240.0,882,0.0182835820895522,25,35.28,45,103,1,0,0,1,0,0
3,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,4,11459.25,373,0.0325501232628662,18,20.72,40,362,0,0,1,0,0,0
4,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,4,8947.75,35,0.0039115978877371,6,5.83,49,281,1,0,0,1,0,0
5,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,4,40599.25,107,0.0026355166659482,1,107.0,38,309,0,0,0,0,1,0
3,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,3,18054.0,42,0.0023263542705217,5,8.4,36,232,1,0,0,0,0,1
4,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,3,10174.0,326,0.0320424611755455,17,19.18,54,19,0,0,1,0,0,0
5,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,3,18152.0,404,0.0222565006610841,17,23.76,53,347,0,0,1,0,0,0
3,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,1,31632.0,95,0.0030032878098128,6,15.83,43,350,1,0,0,1,0,0
